full_text,sentimen
"17+8 blm diwujudkan tiba tiba dah sah rkuhap enak bgt sewenang wenangnya ajg [breaking] dpr baru saja mengesahkan revisi kitab undang-undang hukum acara pidana (rkuhap). presiden menyetujui pengesahan rkuhap.

meski masih punya segudang pasal bermasalah yang bisa buat aparat penegak hukum makin sewenang-wenang, rkuhap tetap disahkan.",negatif
"komisi iii dpr ri bersiap melanjutkan pembahasan ruu penyesuaian pidana setelah ruu kuhap resmi disetujui menjadi uu. regulasi ini diperlukan untuk menyesuaikan penerapan kuhp baru yang akan berlaku mulai awal 2026.

selengkapnya di 
koran-jakarta.com",neutral
"ruu kuhap baru memperkuat hak tersangka, korban, dan saksi dengan syarat penahanan yang lebih objektif serta perlindungan dari penyiksaan, berbeda dari kuhap lama yang memberi kuasa besar pada aparat era orde baru. ia menambahkan mekanisme penyelesaian perkara seperti pengakuan",positif
"ini orang orang kenapa pada ributin masalah sepele alias booth cf, mending ributin ruu kuhap yang di sahin jir karet semua itu.",negatif
sesuai dugaan aku kmren ad yg tes ombak pkai isu kpop fandom. mangkanya ayo fokus ke point utama ruu kuhap dlu . please untuk smua fandom kpop gua jg kpopers kok cmn tlong bgt. tlong fokus dlu ke 1 titik agar perlawanan berhasil. klo klian mudh teralihkan maka perlawanan gagal lg,negatif
"revisi kuhap disetujui pdi perjuangan dan puan maharani karena undang-undang lama sudah berusia 44 tahun sejak 1981, sehingga mendesak diperbarui agar lebih relevan dengan perkembangan hukum acara pidana modern. pembahasan melibatkan banyak pihak untuk menyesuaikan prosedur",positif
"terlepas terdapat klausul yg cenderung kabur dan karet, kuhap baru memiliki nuansa hukum acara yg progresif, dan terlihat membuat arena pro yustisia mjd ""mengasyikkan""",positif
tolak ruu kuhap,negatif
"jujurrr, terbang di tengah-tengah ruu kuhap bgt tuh balon?",neutral
"karena buku ini bikin penasaran, apalagi dari segi covernya yang menarik perhatian. ya rkuhap udah disahin. program mbg yang diklaim sama si wakil dpr buat gak usah ada ahli gizinya, padahal yang ada ahli gizinya tetep aja bikin keracunan wkwkwk",neutral
"di balik pengesahan kuhap baru, ada poin perubahan dari jaminan hak tersangka hingga soal praperadilan",neutral
"kenapa harus batalkan rkuhap??
yg perlu dibinasakan itu dpr nya.",negatif
"ya terang aja 
@dpr_ri
 sahkan ruu kuhap gitu aja. ketuanya aja cucu pak mandor, gak heran kalo sikapnya modelan mandor. 

pepek.",negatif
serius org lebih mentingin bahas isu begini drpd ruu kuhap yg baru disahkan? apa ini akun buzzer pemerintah? wkwk kocak gibran kenapa kok mukulin pinata warna ungu? sudah jelas ini kalo gibran sangat membenci bts  x.com/bangpino__/sta…,negatif
"ganti tangar bukan tolak rkuhap
tapi bubarkan sampai tuntas dpr",negatif
"mengupas seputar rkuhap.
ayo simak untuk memperdalam ilmunya. daripada dapet isu yang simpang siur ntah beratah. youtube.com/live/rwuil4ew7
… 

bencana, atau paranoia?

kita bakal bedah rkuhap malam ini!

jam 19:45 wib malam ini bersama rizki salminen 

see you!",neutral
"rkuhap juga mempermudah mafia tanah contohnya tinggal pasang palang dan blokade ke tanah orang, yg cabut tinggal laporkan ke polisi   semudah itu tinggal mainkan internal polri ancam pemilik tanah yg shm dan  kelar",negatif
"bagi mereka, ga ada yg bener sebaik apapun yg sudah dilakukan oleh negara. teriak2 alerta alerta mulu mengatasnamakan kepentingan rakyat...
bagi mereka, kebenaran hqq adalah apa yg mereka mau...
lawan disinformasi & hoax ruu kuhap",positif
"aneh banget nyuruh kencengin check & balance polri dengan kejaksaan buat ngatasin rkuhap nanti, ya kalau yang ditunjuk jaksanya bener. kalau ga? ya ngaco doong",negatif
"tok! dpr sahkan rkuhap jadi undang-undang.
triaspolitica.net/2025/11/tok-dp
…",neutral
"gerakan rakyat kritik pengesahan ruu kuhap: minim partisipasi, potensi abuse of power.

“kondisi ini dianggap wajar memicu perbedaan draf yang beredar di masyarakat dan meningkatkan ketidakpercayaan publik.""
kbanews.com/hot-news/gerak
…",neutral
"hanya politikus penjilat yg lupa: spdp itu pintu praperadilan untuk uji sahnya tsk. rkuhap menghapus itu. tsk cukup internal polri, penahanan tinggal izin hakim. status ‘sah’ tapi tanpa kontrol, setiap rezim bisa berganti yg kena bisa kesiapa aja termasuk yg jd penjilat atas perintah penyidik bukan berarti tahapnya penyidikan! karena ini masih di tahap penyelidikan, dan upaya paksa di tahap ini bukan objek praperadilan. ditambah rkuhap menghapus spdp, hilang sudah mekanisme kontrol dan tenggat waktunya. jadi otak udang yang bilang semua ini aman x.com/ferrykoto/stat…",negatif
akun jomok gini bisa aja jd tersangka krn rkuhap udah ketok palu,negatif
"belum sempat baca ruu kuhap, hidupku sibuk sm tugas...",neutral
"atas perintah penyidik bukan berarti tahapnya penyidikan! karena ini masih di tahap penyelidikan, dan upaya paksa di tahap ini bukan objek praperadilan. ditambah rkuhap menghapus spdp, hilang sudah mekanisme kontrol dan tenggat waktunya. jadi otak udang yang bilang semua ini aman pasal 5 ayat (2) ini juga ramai ya. sampai dikatakan semua bisa ditangkap, semua bisa ditahan, padahal belum ada tindak pidana (penyelidikan).

ngeri sekali isunya....",negatif
video: pasal kuhap baru dinilai rawan disalahgunakan aparat,neutral
"memang kok ji, w juga paham kok. media2 kyk tv, media mainstream dkk itu hampir full headlinenya berita ijazah jokowi sm gibran.

cuma kan apapun jurusannya harusnya gak membatasi untuk ikutan suarain pembatalan kuhap baru. karena #semuabisakena gak cuma lulusan s, h. m, h. doang",negatif
"tidak benar. draf ruu kuhap baru tidak mengizinkan penangkapan tanpa bukti atau dugaan tindak pidana; penangkapan memerlukan konfirmasi adanya dugaan cukup, seperti di pasal 97 yang membatasi terhadap tersangka dengan dasar yang jelas. klaim poster viral itu menyesatkan, karena",positif
pertanda jelek abis ruu kuhap disahkan gunung semeru kembali erupsi!,negatif
tiap malem nambah bacaan lagi nih kuhp ama kuhap baru berlakunya barengan,neutral
giliran 17+8 dpr banyak alasan tapi ruu kuhap sat set disahkan #bubarkandpr #semuabisakena,negatif
"mahasiswa unisba gelar aksi tolak kuhap baru, di pelataran gedung dprd jawa barat, rabu, 19 november 2025. mereka menuntut agar kuhap dibatalkan serta direvisi sesuai masyararakat sipil.
 link slot gacor hari ini 
 deposit slot 10k
situs gacor : 
jali.me/trending-terki
…",neutral
akibat rkuhap disahkan a big eruption of mount semeru occurred earlier this afternoon.,negatif
"hasil revisian rkuhap terbaru kak. emang lagi pada permasalahan penyedap polri tuh dpr, tapi sisa revisian nya jatuhnya membungkam warga sipil, kebebasan kita di batasin dan aturan itu ada justru melindungi mereka yg punya jabatan",negatif
ruu kuhap dibales allah swt erupsi,negatif
"gerakan rakyat kritik pengesahan ruu kuhap: minim partisipasi, potensi abuse of power.
 
kbanews.com/hot-news/gerak
…",neutral
rakyat lg adem ayem aje tiba² ruu kuhap disahkan konyol,negatif
waspada mereka sudah menebar hoax ttg ruu kuhap,positif
batalkan dulu pak ruu kuhap,negatif
hoax sengaja di sebabkan oleh mereka yang gak setuju ruu kuhap,positif
"rkuhap sebenarnya udah diperkirakan akan ada.

karena saat ini hukum mengikuti kepentingan politik. politiknya sudah dan masih berjalan tp payung hukumnya yg belum ada. dan tara~",neutral
waspada hoax ruu kuhap,positif
mau party pooper. rkuhap ini beneran serem banget.  jujur takut bgt penyiksaan selama ditangkap. sumpah takut banget apalagi cewek(tau kan). kalo kalian baca tentang penyiksaan 65 kayanya udah ga bisa lagi bercanda bercanda krn beneran takut bgt itu ngeri bgt,negatif
thats why isu ini tuh harmless dan nggak penting banget buat dibahas terus2an dibandingkan isu ruu kuhap yang udah disahkan anjeeeeeng u semua,negatif
"ini instansi ini --->  
@divhumas_polri
 tukang biang masalah, tukang asal tangkep. terus di kasih kewenangan gila gilaan dari ruu kuhap, makin kurang songong pasti itu cepak cepak babi. kerjaan kagak ada hobi buang lucah ludah sama lc. polisi anjing acab",negatif
"diskriminasi terhadap kaum disabilitas adalah bentuk tidak terlaksananya sila ke 5 pancasila, tidak ada keadilan bagi seluruh rakyat indonesia. rkuhap adalah bentuk kebijakan yang sudah melenceng dari nilai-nilai pancasila.
 #tolakruukuhap",negatif
"rkuhap (rancangan kitab undang-undang hukum acara pidana) mengatur prosedur penanganan perkara pidana, seperti penyidikan, penuntutan, persidangan, dan hak tersangka, untuk mendampingi kuhp baru yang berlaku 2026. isinya mencakup perluasan wewenang polisi dalam penangkapan dan",neutral
"dpr kaget dengan respon masyarakat terhadap pengesahan ruu kuhap: ""kita tidak menyangka akan seburuk ini.""",neutral
duh mana rkuhap udah sah 538.,negatif
dukung pengesahan ruu kuhap untuk kepastian hukum,positif
"rkuhap memang disahkan dpr pada 18 november 2025, bukan hoax seperti klaim amnesty yang menyoroti draft awal bermasalah. isinya modernisasi kuhap 1981 dengan 14 substansi utama, seperti bantuan hukum gratis sejak penyidikan, syarat penahanan obyektif, dan keadilan restoratif",positif
"baru sahkan ruu kuhap 18 nov 2025, dpr bilang ""penguatan hak tersangka"". tapi sebagai dr. hukum pidana, saya bilang: ini superpower polisi yang berbahaya! pasal 106: geledah darurat tanpa hakim, retro approval 48 jam. presumption of innocence? hilang! #tolakrkuhap #hamindonesia",negatif
"@grok
 postingan tsb di atas adlah hoax

yg benar  spt apa isi rkuhap yg justru bs memberikan manfaat buat masy luas? 

apa untung dan rugi-nya dgn adanya uu tsb?",neutral
itu ketua komisi iii dpr tuh bilang yg tentang ruu kuhap yg beredar tuh katanya hoax doang ini dpr pemerintah ngira warga nya pada oon kali ya,negatif
"rkuhap ketok palu, semeru meletup..
semesta aja menolak",negatif
ini masuk pasal penistaan di revisi kuhap ga?,neutral
"dpr mengeklaim banyak substansi dalam kuhap baru disusun dengan melibatkan beragam pemangku kepentingan. 
nu.or.id/nasional/dpr-s
…",neutral
"metode penyelidikan memang diperluas, namun hanya untuk investigasi khusus, bukan untuk semua tindak pidana, kata habiburokhman. 
nu.or.id/nasional/dpr-k
…",neutral
"(bem) universitas diponegoro (undip) melayangkan somasi kepada dpr setelah namanya dicatut dalam unggahan instagram 
@dpr_ri
. dalam unggahan tersebut, dpr menyebut bem undip sebagai salah satu pihak yang terlibat dalam penyempurnaan (rkuhap).",neutral
"ketika publik fokus dg pernyataan arogannya, tiba2 tok! ruu kuhap disahkan.",negatif
dpr ri putting a lot of bem fh kampus-kampus as kontributor draft ruu kuhap was peak manipulation,negatif
"sebenernya bisa saling tuker pikiran min, semalem juga kak 
@jorgianaaa
 juga ngespace pasal2 apa aja di kuhap baru yang bermasalah",negatif
video: komisi iii dpr bantah restorative justice kuhap baru jadi alat pemerasan,neutral
"jadi pengen menjadi aparat di konoha, setelah melihat ruu kuhap yang baru² ini di sahkan , (tutorial maling tabungan orang tanpa di cap maling sama hukum ye kan)",negatif
"bahkan penahanan terhadap tersangka di kuhap baru jauh lebih sulit daripada kuhap pama. apalagi “penahanan tanpa tindakan kriminal”, non sense",positif
"semua suka, ilangin ketetapan ruu kuhap aja bisa gk?",negatif
"skip, yang beginian gausah terlalu diladenin. para buzzer lagi belajar dari pengalaman sebelumnya dengan membuat konflik antara armys vs local untuk ngalihin isu rkuhap  gibran kenapa kok mukulin pinata warna ungu? sudah jelas ini kalo gibran sangat membenci bts  x.com/bangpino__/sta…",negatif
"dpr setujui ruu kuhap menjadi uu

#beritanasional #dpr #ruu #beritaterkini 
beritanasional.com/detail/121116/
…",neutral
"dpr sahkan kuhap, ini penjelasan lengkap pasal-pasal kuhap baru",neutral
"pengesahan kuhap baru picu sorotan publik, ini perbandingan syarat penahanan dalam aturan lama dan baru",neutral
"ya gimna ga mangkrak.. yg di bahas ijazah palsu, mbg keracunan, kreta cepat korupsi, pengesahan rkuhap tanpa rakyat tau. bahan bakar oplosan, korupsi triliunan. gini terus aja indonesia smpe nanti benar benar di jajah negara asing.",negatif
"rkuhap dong bahas jg. lagian aneh, yg di kritik apa, yg kalian bahas apa. the fact that she not only trans women but also has hard of hearing disability meanwhile some of you all transphobic & ableist blame her to explain is so much make sense. we, trans and queer never safe to be who we are. x.com/realmadridindo…",negatif
"memang kuhap baru ini terkesan memberikan kewenangan secara berlebihan ke polri. yang membuat mungkin lovers militan polri. 

mosok ppns dan penyidik tertentu, padahal berkerja dalam payung uu tersendiri, harus berada dibawah koordinasi dan pengawasan penyidik polri.

untung",negatif
"live now 
: 
twitch.tv/tilehopper

bandingin ruu kuhap yang lama sama yang fix final biar tahu apa sebaiknya kita panik atau engga",neutral
"habiburokhman bantah ada pasal kontroversial di kuhap baru, sindir koalisi masyarakat sipil",neutral
mari ngesahno ruu kuhap semeru langsung mbledos #klenikmaxxing,negatif
nominasi ketangkep karena kuhap baru here we go,negatif
"berak lu semua, perkara orang minum amer sm makan babi tu jari semangat bgt ngetik, ruu kuhap kemaren gak heboh kek begini lu pada cheers for my #legal age",negatif
tv isinya ijazah palsu jokowi. gada yg bahas ruu kuhap.,neutral
dewan perwakilan rakyat (dpr) secara resmi menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk disahkan menjadi undang-undang. langkah ini menandai tonggak sejarah penting dalam pembaruan sistem hukum pidana di indonesia.,neutral
"gak cm rkuhap tp banyak isu. kan dipelihara terus. itu mau jokowow nunjukin ijazah jg gak akan selesai, makanya ya diulur2 selama2nya kl bisa mah.",neutral
"self promo bentar, kalau lu penasaran ruu kuhap ini dampaknya gimana gue mau stream bandingin dan diskusi live malem ini barang ahli hukum tonight live @ 19.30 wib
twitch.tv/tilehopper

gue dan @naminesae udah dapat draft paling terakhir ruu kuhap dan kita bakal bandingkan dengan draft bulan maret dan lihat apakah ada perubahan, atau ga sama sekali, atau malah jadi lebih parah. 

sorry agak mendadak wk",neutral
"udah bro, hal yang baru diatur di kuhap baru, itu udah ada sebelumnya cuma belom diatur di kuhap lama contoh nih di miranda right itu ga diatur di kuhap lama sedangkan di kuhap baru itu udah diatur di pasal 31 ayat (2)",neutral
aksi #tolakrkuhap yang digelar bem ui (18/11) berubah menjadi momen ironis ketika dpr ri justru mengesahkan rkuhap tepat di hari aksi berlangsung.,negatif
"[hardnews]

dpr ri ketuk palu, rkuhap buat demokrasi pilu
 
suaramahasiswa.com/dpr-ri-ketuk-p
…",neutral
"tiba tiba langsung ngesahin ruu kuhap
sementara 17+8",negatif
rkuhap stlh jd uu apa berpengaruh trhdp reformasi polri yg baru saja dibentuk?,neutral
jadi bahas terus ijazah palsu biar rkuhap bisa mulus gak ketahuan ama rakyat ya,negatif
"ya, dpr ri resmi mengesahkan ruu kuhap menjadi uu pada 18 november 2025. pasal 5 memungkinkan penangkapan selama tahap penyelidikan sebelum tindak pidana dikonfirmasi, meski ada syarat tertentu. namun, ini menuai kritik karena berpotensi sewenang-wenang. cek teks resmi di situs",negatif
"pembelaan terhadap pengesahan rkuhap akan dilakukan secara bertahap oleh akun-akun berikut, dimulai dari 1... 2... 3...",neutral
duh masih nga terima juga harus nelen bulat-bulat rkuhap jadi undang-undang,negatif
"kemarin banyak bangettt isu2 yg lolos,   sekarang rkuhap disahkan, tapiiii masih aja sibuk ngolok2 orang.

kalau dulu gosip seleb selingkuh  buat memecah fokus, tapi sekarang ganti jadi kipop yg lebih gacor  terbukti, kemarin isu rm lebih rame dibandingkan dgn............",negatif
udahlah drpd kalian ribut² mending kita semua fokus ke masalah yang lebih serius kayak rkuhap,negatif
lu pada sekarang pada ngedukung  buzzer monyet superman ini cuman karena dia benci bts kan? nih masalah rkuhap ngak akan pernah selesai karena buzzer bakalan gunain btsarmy cuman buat fokus ngehujat fandom aja. jadinya masalah rkuhap yang justru lebih berbahaya malah dilupakan gibran kenapa kok mukulin pinata warna ungu? sudah jelas ini kalo gibran sangat membenci bts  x.com/bangpino__/sta…,negatif
"ketua komisi 3 
@dpr_ri
 ini makin tdk menggubris aspirasi masyarakat sipil 
pernyataan ini merupakan pembohongan publik
dengan uu kuhap baru ini  
@prabowo
 berusaha membungkam dan menindas suara kritis",negatif
sebuah lembaga kajian yang katanya berfokus pada “keilmuan” ikut pembahasan rkuhap yg ngaco itu aja udah lucu,negatif
"mungkin dia buzzer kali yah? ada rkuhap yg bakal menimbulkan kesewenang2an dan merugikan rakyat, malah bikin tweet mancing konflik horizontal yg gak penting.",negatif
"tbh sebenernya polri juga ga dibikin 0 banget lah, rkuhap yg baru disahkan kemarin sangat menguntungkan polri kok",negatif
"habiburokhman membantah bahwa ketentuan itu membuat orang bisa digeledah secara sewenang-wenang tanpa perlu mendapatkan persetujuan dari hakim. menurutnya, ketentuan dalam kuhap baru itu justru lebih ketat jika dibandingkan dengan kuhap lama.",neutral
"perbandingan isi kuhap baru vs 4 narasi di poster medsos yang viral 
share.google/qlvaoxi5ypfsuo
…

dah kayak teroris aja kalian ini lama lama suka neror rakyat dengan berita bohong udah kayak orde lama aja kulihat",neutral
"perbandingan isi kuhap baru vs 4 narasi di poster medsos yang viral 
share.google/qlvaoxi5ypfsuo
…

dia mana mau baca ini bg, mang dasar kebencian bikin mereka goblok",neutral
"tidak sepenuhnya benar. dpr memang mengesahkan ruu kuhap baru-baru ini, tapi penangkapan tetap mensyaratkan dugaan tindak pidana berdasarkan bukti awal, bukan tanpa dasar sama sekali. klaim ekstrem seperti itu termasuk hoaks yang sudah diklarifikasi komisi iii dpr, di mana aparat",positif
"terlepas dari pembahasan qiyas tadi, mungkin sebagian contoh dogmatis irasional seperti yang sekarang ramai diperbincangkan, yaitu tentang pengesahan rkuhap, padahal didalamnya menuai kontra dan tentunya merugikan masyarakat, karena bisa jadi yang menyalahgunakan powernya.",negatif
"dpr resmi mengesahkan kuhap baru yang diklaim memperkuat hak warga, korban, dan kelompok rentan serta membuka ruang keadilan restoratif. menurutmu, cukup melindungi atau masih menyisakan celah? 

#kuhap #kuhp #hukumpidana #dpr",neutral
ku pikir kuhap baru ini lebih baik dr pada yg lama. jauh sekali. entah aku yg terlalu optimis atau aku yg terlalu cepat meenyimpulkan. hm...,positif
"rkuhap yang seharusnya membatasi kewenangan kepolisian agar transparan dan akuntabel justru memperkuat institusi ini dengan pemberian diskresi. pengawasan terhadap kepolisian justru kian melemah. 

rkuhap juga memberikan kewenangan kepada penyelidik (atas perintah penyidik)",negatif
senang deh liat ruu kuhap udah libatin banyak pihak,positif
knp harus ada kuhp & kuhap baru di dunia yg udah ruwet ini,negatif
"dpr otak dibalik semua korupsi yang ada di indonesia,,ruu perampasan aset maling uang negara gak disahkan,,yg masalah gini gercep banget disahkan secepat itu ruu kuhap disahkan supaya tdk ada rakyat yg berani mengkritik dpr,makin lama makin hancur nkri.",negatif
"bedah kuhap baru: alat bukti, penyitaan, dan teknik investigasi khusus

~am #kuhap",neutral
"di banyak negara, hakim bisa langsung menolak laporan yang sejak awal terlihat bermotif membungkam.

di indonesia? kuhap baru tidak menyediakan tombol “stop” itu.",negatif
"padahal slapp adalah cara paling umum perusahaan & aparat membungkam warga lewat laporan pidana.
alih-alih menutup celah ini, kuhap baru malah memperlebar jalannya.

anyway, apa itu slapp?",negatif
"8 november 2025

rancangan undang-undang kitab hukum acara pidana (ruu kuhap) sah menjadi undang-undang. hasil revisi termutakhir dpr ri ini disebut sebagai modernisasi hukum acara pidana. tapi nyatanya sangat bermasalah baik secara prosedural maupun substantif.",negatif
"sudah jatuh tertimpa uu kuhap

ketok palu pengesahan rkuhap salah satunya mengartikan:

para pembela ham lingkungan hidup sudah menaruh satu kaki di penjara. ini bukan hoax",negatif
"pasal 90 dan 93 kuhap baru berlaku pada tahap penyidikan, di mana penyidik menetapkan tersangka setelah menilai bukti permulaan cukup, bukan pada penyelidikan awal yang hanya kumpul informasi. penangkapan boleh dilakukan penyidik tanpa surat perintah hakim segera, maksimal 1x24",positif
berarti sudah boleh tuh tangkap lakinya perempuan yang ngesahkan ruu kuhap,negatif
kayaknya itu presensi ruu kuhap tuh asal nyomot dari cv pesertanya kayak bukan bagian aktif dari lembaganya,negatif
"sejumlah pasal dalam draf rkuhap diklaim oleh dpr sebagai masukan dari masyarakat, padahal tidak pernah disampaikan. #polhuk #adadikompas",negatif
"pasal 90 dan 93 kuhap baru menjadi sorotan karena memperluas kewenangan polisi untuk penangkapan dan penahanan dengan kriteria yang lebih longgar, seperti tanpa bukti permulaan cukup yang ketat atau izin hakim segera, sehingga rawan disalahgunakan untuk menahan orang yang belum",negatif
"pasal 113 ayat (4) kuhap baru menyatakan: ""dalam keadaan mendesak, penyidik dapat melakukan penggeledahan tanpa izin dari ketua pengadilan negeri,"" di mana penilaian mendesak ditentukan subjektif oleh penyidik. ya, ketentuan ini berlaku pada tahap penyidikan setelah diterbitkan",negatif
"bayangkan..semua fraksi tak ada yg kritisi tentang kuhap baru ini..jadi memang parlemen dibayar hanya untuk mendukung koalisi mereka...mengerikan bangsa ini ruu kuhap  era kegelapan

#semuabisakena",negatif
"ketentuan yang dimaksud lebih tepat merujuk pada revisi kuhap baru (bukan kuhp substantif), khususnya skema penahanan alternatif di mana penyidik dapat menerbitkan surat perintah penahanan sendiri tanpa langsung melalui pengadilan. hal ini berpotensi disalahgunakan untuk menahan",negatif
padahal kuhap baru diterapin januari nanti,neutral
"kemarin dpr ri mengesahkan revisi kuhap! bikin polisi makin kurang ajar atas tuannya, makin biadab atas tuannya, dan makin beringas atas tuannya! hanya perlawanan rakyat yg bisa menghentikan tingkah bejat mereka! 
#semuabisadipenjara
#semuabisajadikorban
#batalkanrevisikuhap",negatif
"*kuhap
baru sadar typo",neutral
"luar biasa! 99,9% isi kuhap baru adalah masukan dari masyarakat sipil.",positif
jangan percaya hoaks!  dpr bantah isu keliru pasal-pasal rkuhap yang baru disahkan.,positif
99% aspirasi publik!  substansi kuhap baru berasal dari suara rakyat.,positif
"sejarah baru!  dpr setujui ruu kuhap, babak baru reformasi hukum pidana.",positif
"asik, ada perdebatan sehat soal ruu kuhap",neutral
"di kuhap lama (pasal 16-17), penangkapan oleh polisi memerlukan dugaan tindak pidana dengan bukti permulaan cukup (minimal dua alat bukti), sementara jaksa/hakim terlibat untuk penahanan lanjutan agar tak sewenang-wenang. kuhap baru (pasal 93-95 uu no. xx/2025) mempertahankan",positif
tertuduh pemalsu bisa ditangkap ruu kuhap,neutral
"informasi di poster itu tidak benar. dpr memang mengesahkan ruu kuhap pada 18 november 2025, tapi penangkapan tetap memerlukan minimal dua alat bukti dan prosedur ketat, bukan tanpa bukti pidana. klaim viral itu keliru, seperti dijelaskan komisi iii dpr dan sumber resmi seperti",positif
"demo tolak ruu kuhap demo tolak ruu kuhap, bem ui desak buka pintu gerbang dpr.",neutral
"#tolak ruu kuhap... #urgentaction this morning, the indonesian parliament is expected to pass the criminal procedure code bill (ruu kuhap).

if it passes, anyone could be at risk; people could be arrested, detained, searched, monitored, or blocked based only on an officer’s decision.",negatif
"ketua komisi iii dpr ri habiburokhman mengatakan kitab undang-undang hukum acara pidana atau kuhap yang baru disahkan memperketat kewenangan aparat dalam penangkapan, penahanan, hingga penggeledahan.",neutral
komisi iii dpr tegaskan kuhap baru perketat syarat penangkapan,neutral
gara2 ruu kuhap nih,neutral
mending fokus sama kebijakan2 pemerintah kek ruu kuhap kemarin tuh daripada mancing war gini. gibran kenapa kok mukulin pinata warna ungu? sudah jelas ini kalo gibran sangat membenci bts  x.com/bangpino__/sta…,neutral
takut bgt sama ruu kuhap,negatif
"komisi iii dpr menegaskan kuhap baru tidak membuka celah pemerasan korban.
restorative justice diatur lebih ketat, diawasi pengadilan, dan hak korban diperkuat melalui kompensasi, restitusi, serta dana abadi.

#aktualcom",neutral
"beberapa pasal kontroversial di rkuhap yang disahkan termasuk pasal 105, 112, 124, dan 132a yang memungkinkan penggeledahan serta penyadapan dengan pengawasan hakim terbatas, berpotensi melemahkan privasi warga. pasal 136 izinkan penyidik sadap langsung untuk penyidikan,",negatif
"@grok
 coba tampilkan daftar pasal-pasal kontroversial di dalam rkuhap yg baru di sah kan ini",neutral
but then ruu kuhap,neutral
"okay i'm thinking abt ruu kuhap yg dimana ""mereka"" bisa nyadap isi hp tanpa izin and.. gw takut bgt mereka bisa sadap akun e-wallet orang orang..",negatif
dpr setujui ruu kuhap reformasi hukum pidana indonesia,positif
"presiden memang tidak berkuasa absolut, tapi prabowo telah menyetujui uu kuhap baru yang dirancang untuk modernisasi penegakan hukum. reformasi polri memerlukan pengawasan dpr, masyarakat, dan internal lembaga itu sendiri agar efektif. harapan reformasi nyata masih terbuka jika",positif
"ruu kuhap resmi disahkan dpr, ini deretan perubahan besar dari syarat penahanan hingga perluasan praperadilan 
link.bangbara.id/est31

_dapatkan update kabar terbaru dari bangbara cukup gabung melalui saluran whatsapp klik gabung di sini:_
link.bangbara.id/blrw7",neutral
"dukung pengesahan ruu kuhap! penguatan hak tersangka, saksi, korban, dan peran pengacara demi keadilan yang lebih manusiawi untuk semua. #ruukuhap #keadilanuntuksemua",positif
"dosen pancasila paan dah, emang salah ya mahasiswa bahas tentang ruu kuhap wkw, mana beliau blg ga usah di pikirin ga usah ikut campur biar polisi dan pemerintah yang urusin",negatif
"ruu kuhap sudah sah menjadi undang undang. ketua dpr ri puan maharani sudah ketok palu dan para  anggota dpr ri sudah menyatakan setuju. 

namun seiring dengan disahkan-nya ruu tersebut, ada pihak yg menebar ketakutan seolah uu kita yang baru akan sangat berbahaya. untuk semua",positif
kuhap baru dikombo sama uu perampasan aset kayanya dahsyat nich,neutral
"reformasi hukum pidana bergerak maju. ruu kuhap disetujui dpr sebagai fondasi baru penegakan hukum indonesia.

ahli gizi gumayusi seblak cilembu rabu ini x error 
#gmmtv2026 #beatitupwith7dream  #abracadabraonviu",positif
sekuat apa sih kita bersatu melawan mereka? hasil demo 17+8 extend kerusuhan akibat alm affan dilindas aparat? rkuhap,negatif
"komisi iii dpr 99,9% isi kuhap baru masukan dari masyarakat sipil",neutral
"kuhap baru resmi disahkan: warga lebih dilindungi, proses hukum lebih transparan

rkuhap akhirnya disahkan setelah lebih dari satu tahun pembahasan. ketua komisi iii dpr ri, habiburokhman menyebut regulasi baru ini memberi posisi lebih kuat bagi warga negara dalam proses hukum.",neutral
puan maharani blak-blakan pengesahan kuhap baru,neutral
dukung pengesahan ruu kuhap,positif
perkara ruu kuhap ya ? serem sih,negatif
"dpr ri resmi mengesahkan ruu kitab undang-undang hukum acara pidana (ruu kuhap) menjadi uu pada sidang paripurna yang digelar di gedung dpr ri, jakarta, selasa (18/11).
.
ketua komisi iii dpr ri, habiburokhman menjelaskan bahwa penyusunan rkuhap sudah berlangsung selama lebih",neutral
"puqi, info loker gua tenggelam gara gara itu rkuhap di sah kan bangkeeee",negatif
"gaspol jangan lambat..! kuhap baru sudah rampung, ruu perampasan aset kapan dibahas? 
bergelora.com/gaspol-jangan-
… lewat @bergelora.com",positif
ada dugaan pencatutan nama aktivis dan organisasi sipil di dpr saat sahkan rkuhap,negatif
"anjay bile orasi di gedung dpr kemarin, masuk ke banyak news. proud buat adek gua satu ituu, tolak rkuhap!",negatif
"mahasiswa unisba gelar aksi tolak kuhap baru, di pelataran gedung dprd jawa barat, rabu, 19 november 2025. mereka menuntut agar kuhap dibatalkan serta direvisi sesuai tuntutan yang diajukan koalisi masyararakat sipil.

#semuabisakena #kuhap #rkuhap",negatif
"kemaren temen gua bikin sw katanya rkuhap ini ganteng, awkwkwk breaking news",negatif
tp ya ga kaget jg sih kalo prabs ttd rkuhap ini,negatif
mau tapi lebih mau ruu kuhap dihapus.,negatif
"bem ui demo, protes pengesahan ruu kuhap #short",neutral
"rkuhap baru yang baru disahkan dpr berisi 14 substansi perubahan utama untuk menyesuaikan hukum acara pidana dengan kuhp baru, perkembangan nasional-internasional, dan penguatan hak tersangka serta due process of law. beberapa poin kunci meliputi perbaikan upaya paksa, pengenalan",neutral
